Course Name,Reviewer Name,Date of Review,Review Content,Rating Star
Cybersecurity for Everyone,By Ervin F,"Dec 27, 2022","Wasn't prepared for the presentation at the end, it seemed out of place.  Also the CIA triad is Confidentiality, Integrity, and Availability (not Accessibility) as listed by the instructor.  Was able to answer the question based upon deduction, but it is a bit odd.  Otherwise a great course. ",3
Cybersecurity for Everyone,By Jeff N,"Mar 14, 2022","Very interesting and relatable, especially with world events at this time.  Instructor was very easy to listen to and comprehend the subject matter",5
Cybersecurity for Everyone,By lin u,"Feb 13, 2022","Good course  all important things about cybersecurity  ""winzipped""  at one time",5
Cybersecurity for Everyone,By Brent W,"Jan 30, 2023",Professor Charles Harry's Instruction was great! Easy to follow and really great introduction into cybersecurity. Would like to take a few more courses from him if available. Thanks!,5
Cybersecurity for Everyone,By Ugonna K U,"Mar 17, 2023",Very Interesting and fun course. ,5
Cybersecurity for Everyone,By Ritesh K,"Sep 3, 2021",It was my second course in Cybersecurity from Coursera . I found many things new in this course . I enjoyed this course.,5
Cybersecurity for Everyone,By Lookman O Y,"Sep 30, 2021",A very good starting point to understand Cybersecurity. ,5
Cybersecurity for Everyone,By Bashir Z,"Jan 16, 2022",ineed certificate,5
Cybersecurity for Everyone,By Postelniak A,"May 1, 2022","This is a very good course for complete beginners that provides basic knowledge in the field of cybersecurity. The instructor explains everything from scratch. The final course project is a bit challenging but if you take some time to complete it, it will solidify knowledge gained during the course.",5
Cybersecurity for Everyone,By Tan M J,"Sep 15, 2022","Prof Charles Harry is clear and concise in his delivery, with well-thought out topics to give learners a good foundation on the topic of cybersecurity and issues associated with it.",5
Cybersecurity for Everyone,By Perin P,"Mar 29, 2022",Thank you Dr Charles for your tines and Knowledge you are sharing with us. In the student's name i would like to say you thank you very much...,5
Cybersecurity for Everyone,By Claudio P M R,"Feb 19, 2022",Very good course for obtaining a general knowledge about cybersecurity. ,5
English for Career Development,By Deleted A,"Aug 22, 2019",The course was well designed and developed. The language is simple and direct. I would definitely recommend this course to anyone looking to up skill their English language for career advancement. ,5
English for Career Development,By Kenneth W,"Jul 22, 2017","I thoroughly enjoyed the course. The videos, readings, quizzes and games were very informative, clear and helpful. I hope that other users enjoyed the course as much as I did. Thank you very much!",5
English for Career Development,By Dayala I,"Aug 26, 2019","It is the very useful course for learning, this course provides videos for better understanding. A part from that there are exams like quiz, games, video recording, review of classmates work and all..",5
English for Career Development,By Kasonde M,"Apr 28, 2019","I have learnt  so much from this course. I am glad I came across it because I feel I have gained more knowledge and understanding on job search, preparedness and proper planning before an interviews. ",5
English for Career Development,By Elora A B,"Jul 5, 2020",Thank you for letting us to use this opportunity at this pandemic situation.,5
English for Career Development,By Ramana S ,"Jul 21, 2020",AN EXCELLENT COURSE. THE TEACHERS ARE OUT STANDING. THERE IS A CLARITY OF THOUGHT AND EXPRESSION IN THE TEACHERS. EVERY ONE WHO IS SEARCHING FOR JOB SHOULD DO THIS COURSE. CONGRATULATIONS TO THE TEAM.,5
English for Career Development,By Ferdinand R,"Apr 9, 2019",Very easy course I totally recommend taking it!,5
English for Career Development,By Md M A,"Apr 13, 2019", This course helps me to  speaking in job interviews and writing English Effectively.,5
English for Career Development,By Marc J C I,"Mar 12, 2021",It really helped me to improve my English skill. Thankyou!,5
English for Career Development,By Khushbu J,"May 4, 2021",I enjoyed this Course English for Career Development and learnt a lot .The instructor were so helpful and proactive that it was easy for me to learn and I was able to reach clear all the assignment ..,5
English for Career Development,By Fabio d S,"Apr 9, 2019","That is an excelent course, everything well created. Thank you!!!",5
English for Career Development,By Mehrad R,"Jul 3, 2018","It's in very very simple English. so if you're bored of watching it, skip to something more professional.",2
English for Career Development,By Петрович О П,"Apr 15, 2020","The course is written correctly. Thanks! thank you for your course, for your efforts, literacy and thoughtfulness. All the information was very clear and useful. For your positive attitude and ease!)",5
English for Career Development,By Estefanía L ,"Nov 19, 2018",Great course. I was able to learn so much about how to apply properly for a job. Nice speakers and teachers they have a very clear understanding. I recommend everyone to take this course.,5
English for Career Development,By Erica M,"Sep 28, 2018",It really helped me and taught me a lot if lessons that I can really apply and use not only in my English subject but also with my technical papers. Thank you so much for this opportunity!,5
English for Career Development,By JEFF C A E,"May 28, 2019",I learned a lot from this course. If you're someone who's planning to look for a job in America then this course is for you. ,5
English for Career Development,By John C C V,"Apr 7, 2019",This online course can help a lot of people. I really hope this will be recognized and endorsed to more countries for it to aid a lot of people.,5
English for Career Development,By Tseegii O,"Nov 13, 2021",I enjoyed this Course English for Career Development and learnt a lot .The instructor were so helpful and proactive that it was easy for me to learn and I was able to reach clear all the assignment ..,5
